,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COG,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GUM,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,OWID_KOS,KWT,KGZ,LAO,LVA,LBN,LBR,LBY,LIE,LTU,LUX,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NPL,NLD,NCL,NZL,NIC,NER,NGA,MNP,NOR,,OMN,PAK,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROU,RUS,RWA,KNA,LCA,VCT,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SXM,SVK,SVN,SOM,ZAF,KOR,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TZA,THA,TLS,TGO,TTO,TUN,TUR,TCA,UGA,UKR,ARE,GBR,USA,VIR,URY,UZB,VAT,VEN,VNM,OWID_WRL,YEM,ZMB,ZWE
9-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,25.86770306,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.155160992,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.494345949,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,6.837205955,,,,,,0.48762236,,0.021388186,0.046700057,,,,0.099017058,0,,0.75576983,,0.458452867,,,,,,,,,0.707757017,0.058922307,0.036253487,,,,,,0.143827859,4.817571474,,,
10-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,27.93395116,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.155160992,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.556139193,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,7.349996402,,,,,,0.526632149,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.458452867,,,,,,,,,0.707757017,0.058922307,0.036253487,,,,,,0.143827859,5.200904014,,,
11-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,29.66393022,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.155160992,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.556139193,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,7.6918567,,,,,,0.546137043,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.458452867,,,,,,,,,0.808865162,0.117844615,0.03927461,,,,,,0.154101278,5.529969599,,,
12-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,31.07292522,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.556139193,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,8.033716997,,,,,,0.546137043,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.472779519,,,,,,,,,0.808865162,0.117844615,0.03927461,,,,,,0.154101278,5.79578788,,,
13-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,41.59244854,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.229291684,,,,,0,,,,0,,,,0,0,0,,,0.556139193,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,8.546507444,,,,,,0.546137043,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.472779519,,,,,,,,,0.808865162,0.132575192,0.042295734,,,,,,0.164374696,7.739519915,,,
14-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,44.47991561,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.237198293,,,,,0,,,,0,,,,0,0,0,,,0.587035815,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,9.913948635,,,,,,0.546137043,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.472779519,,,,,,,,,0.808865162,0.132575192,0.045316858,,,,,,0.164374696,8.280265116,,,
15-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.211964568,,,,,,46.24324367,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.168521651,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.300451172,,,,,0,,,,0,,,,0,0,0,,,0.648829058,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,11.45231998,,,,,,0.546137043,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.487106171,,,,,,,,,0.808865162,0.132575192,0.045316858,,,,,,0.164374696,8.608689247,,,
16-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.211964568,,,,,,47.63764848,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.168521651,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.411143709,,,,,0,,,,0,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,12.30697072,,,,,,0.565641937,,0.042776372,0.046700057,,,,0.099017058,0,,0.75576983,,0.487106171,,,,,,,,,0.808865162,0.132575192,0.045316858,,,,,,0.164374696,8.886053689,,,
17-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.211964568,,,,,,49.06331798,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.466489977,,,,,0,,,,0,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,12.81976117,,,,,,0.585146832,,0.042776372,0.046700057,,,,0.099017058,0,,0.839744256,,0.487106171,,,,,,,,,0.909973307,0.132575192,0.045316858,,,,,,0.164374696,9.151230517,,,
18-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.211964568,,,,,,50.37643462,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.466489977,,,,,0,,,,0,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,13.16162146,,,,,,0.604651726,,0.042776372,0.046700057,,,,0.099017058,0,,0.923718681,,0.501432823,,,,,,,,,0.909973307,0.132575192,0.045316858,,,,,,0.164374696,9.407170416,,,
19-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.211964568,,,,,,51.59228336,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.521836246,,,,,0,,,,0,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,13.84534206,,,,,,0.897225142,,0.042776372,0.046700057,,,,0.099017058,0,,0.923718681,,0.501432823,,,,,,,,,0.909973307,0.132575192,0.045316858,,,,,,0.164374696,9.646304236,,,
20-Feb-20,0,,0,,,,,,0,,0.588238039,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.211964568,,,,,,51.86602302,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0.023811521,0,0,,0,0.049618083,,0.664155222,,,,,0,,,,0,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.351470714,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,14.35813251,,,,,,1.560391551,,0.042776372,0.046700057,,,,0.099017058,0,,1.007693107,,0.501432823,,,,,,,,,0.909973307,0.132575192,0.045316858,,,,,,0.164374696,9.714554876,,,
21-Feb-20,0,,0,,,,,,0,,0.666669778,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.238460139,,,,,,52.48506373,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0.059528804,0,0,,0,0.049618083,,0.73531471,,,,,0,,,,0,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.398333476,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,14.52906265,,,,,,3.023258631,,0.042776372,0.046700057,,,,0.099017058,0,,1.007693107,,0.501432823,,,,,,,,,0.909973307,0.132575192,0.048337982,,,,,,0.164374696,9.842332389,,,
22-Feb-20,0,,0,,,,,,0,,0.823533255,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.238460139,,,,,,53.05894433,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0.214303693,0,0,,0.115532929,0.281169137,,0.830194027,,,,,0,,,,0.146510658,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.492059,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,14.6999928,,,,,,6.729188565,,0.042776372,0.046700057,,,,0.099017058,0,,1.091667533,,0.501432823,,,,,,,,,1.112189598,0.132575192,0.105739336,,,,,,0.164374696,9.981527773,,,
23-Feb-20,0,,0,,,,,,0,,0.862749124,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.238460139,,,,,,53.50846098,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0.3333613,0,0,,0.115532929,1.306609519,,1.043672491,,,,,0,,,,0.146510658,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.51549038,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,15.21278325,,,,,,11.72244153,,0.042776372,0.046700057,,,,0.099017058,0,,1.091667533,,0.501432823,,,,,,,,,1.314405889,0.132575192,0.105739336,,,,,,0.164374696,10.11084477,,,
24-Feb-20,0,,0,,,,,,0,,0.862749124,0,0,,0.587688053,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.238460139,,,,,,53.659921,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0.511947711,0,0,,0.231065857,2.183195652,,1.138551809,,,,,0.70248349,,,,0.146510658,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.51549038,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,15.21278325,,,,,,14.86272953,,0.042776372,0.046700057,,,,0.099017058,0,,1.175641958,,0.501432823,,,,,,,,,1.314405889,0.191497499,0.105739336,,,,,,0.164374696,10.17845396,,,
25-Feb-20,0.025688225,,0,,,,,,0,,0.862749124,0,0,,1.175376106,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.291451281,,,,,,54.01772791,,,,,0,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.183841801,,,,0,0.179031914,,,0,,,,,,,,,,,0,0.002173906,0,0.726251403,0.024861705,0,,0.231065857,3.787513669,,1.138551809,,,,,1.170805816,,,,0.146510658,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.51549038,0.391648334,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,15.3837134,,,,,,17.3983658,,0.064164558,0.046700057,,,,0.099017058,0,,1.259616384,,0.530086127,,,,,,,,,1.314405889,0.191497499,0.160119565,,,,,,0.164374696,10.28018847,,,
26-Feb-20,0.025688225,,0.022804475,,,,,,0,,0.862749124,0.22206431,0,,13.51682522,,,0,0.086284136,,,,,,,,,0.004704567,,,,,,0.059812293,,0.291451281,,,,,,54.3025839,,,,,0.243589456,,,,0,,0,,,0,0,0.009771885,,,,0,,,,,0.180482024,0.214482101,,,,0,0.202902835,,,0,,,,,,,,,,,0,0.002173906,0,1.131047268,0.124308525,0,,0.231065857,5.325674242,,1.296684004,,,,,2.575772796,,,,0.146510658,,,,0,0,0,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.51549038,0.783296669,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,15.55464355,,,,,,22.35260897,,0.149717303,0.046700057,,,,0.099017058,0.11554525,,1.301603597,,0.573066083,,,,,,,,,1.314405889,0.191497499,0.160119565,,,,,,0.164374696,10.39090332,,,
27-Feb-20,0.025688225,,0.022804475,,,,,,0,,0.901964993,0.22206431,0,,19.39370574,,,0,0.086284136,,,,,,,,,0.004704567,,,,,,0.059812293,,0.317946852,,,,,,54.60758824,,,,,0.487178913,,,,0,,0.172645883,,,0,0,0.009771885,,,,0,,,,,0.360964048,0.260442551,,,,0.250678398,0.250644679,,,0.095941152,,,,,,,,,,,0,0.002173906,0,1.654900739,0.124308525,0,,0.231065857,6.6157444,,1.470629419,,,,,6.088190246,,,,0.293021316,,,,0,0,0.479989248,,,0.67972568,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0.184459576,0.538921761,0.783296669,0.009054185,,,,,,0.027376988,,,,0,0.051981315,0.013704782,,,,,0,,,,,,,15.89650385,,,,,,31.11030656,,0.256658233,0.046700057,,,,0.198034115,0.11554525,,1.343590809,,0.573066083,,,,,,,,,1.314405889,0.191497499,0.178246309,,,,,,0.164374696,10.53279281,,,
28-Feb-20,0.025688225,,0.022804475,,,,,,0,,0.901964993,0.555160775,0,,19.39370574,,,0.10582771,0.086284136,,,,,,,,,0.004704567,,,,,,0.059812293,,0.370937994,,,,,,54.83616781,,,,,0.730768369,,,,0,,0.172645883,,,0,0,0.009771885,,,,0.753841387,,,,,0.360964048,0.582165703,,,,0.250678398,0.560966663,,,0.287823456,,,,,,,,,,,0,0.002173906,0,2.916911375,0.149170229,0,,0.346598786,10.75058465,,1.660388054,,,,,10.06893002,,,,0.439531975,,,,0.367337658,0,0.479989248,,,0.710622302,,,,,,0,,0,,,,,,,,0.034320849,0.058360514,,0.207372808,,,0.004851082,,0.737838303,0.562353142,1.174945003,0.009054185,,,,,,0.027376988,,,,0,0.051981315,0.013704782,,,,,29.4654959,,,,,,,16.40929429,,,,,,39.43889646,,0.534704653,0.046700057,,,,0.693119404,0.924362,,1.427565235,,0.573066083,,,,,,,,,1.92105476,0.23568923,0.181267433,,,,,,0.164374696,10.69495222,,,
29-Feb-20,0.025688225,,0.022804475,,,,,,0,,0.980396732,0.777225084,0.098627354,,22.33214601,,,0.10582771,0.086284136,,,,,,,,,0.004704567,,,,,,0.059812293,,0.423929136,,,,,,55.13352967,,,,,1.217947281,,,,0,,0.345291765,,,0,0,0.009771885,,,,0.753841387,,,,,0.541446073,0.873248554,,,,0.501356797,0.680321272,,,0.383764608,,,,,,,,,,,2.93040293,0.002173906,0,4.619435157,0.174031934,0,,0.8087305,14.68695257,,1.81852025,,,,,10.53725235,,,,0.439531975,,,,0.367337658,0,0.479989248,,,0.772415545,,,,,,0.015511962,,25.48160228,,,,,,,,0.034320849,0.116721029,,0.207372808,,,0.004851082,,1.106757455,0.609215904,1.174945003,0.009054185,,,,,,0.027376988,,,,0,0.155943944,0.013704782,,,,,29.4654959,,,,,,,16.75115459,,,,,,57.16884546,,0.727198327,0.046700057,,,,1.188204692,1.386542999,,1.637501299,,0.601719387,,,,,,,,,1.92105476,0.265150384,0.199394176,,,,,,0.164374696,10.93075049,,,
1-Mar-20,0.025688225,,0.068413424,,,,,,0.33746913,,1.019612601,1.110321549,0.098627354,,24.09521017,,,0.10582771,0.086284136,,,,,,,,,0.009409134,,,,,,0.059812293,,0.52991142,,,,,,55.53232806,,,,,1.217947281,,,,0,,0.517937648,,,0,0.05667951,0.009771885,,,,0.753841387,,,,,0.541446073,1.532015008,,,,0.752035195,1.32483616,,,0.671588064,,,,,,,,,,,2.93040293,0.002173906,0,7.060116103,0.323202164,0.202519505,,0.8087305,18.65639921,,1.889679738,,,,,10.53725235,,,,0.586042633,,,,0.367337658,1.597505336,0.479989248,,,0.772415545,,,,,,0.031023925,,25.48160228,,,,,,,,0.034320849,0.4085236,,0.207372808,,,0.004851082,,2.766893638,0.632647285,1.174945003,0.01810837,,,,,,0.027376988,,,,0.347094472,0.155943944,0.013704782,,,,,29.4654959,,,,,,,17.43487519,,,,,,68.77425763,,1.411620283,0.046700057,,,,1.28722175,2.079814499,,1.679488512,,0.601719387,,,,,,,,,2.123271051,0.338803268,0.208457547,,,,,,0.164374696,11.16462439,,,
2-Mar-20,0.025688225,,0.068413424,,,,,,0.33746913,,1.137260209,1.554450169,0.295882061,,27.62133848,,,0.10582771,0.172568271,,,,,,,,,0.009409134,,,,,,0.059812293,,0.635893704,,,,,,55.67475605,,,,,1.705126194,,,,0.280138672,,0.690583531,,,0.092183707,0.340077061,0.01954377,,,,0.753841387,,,,,1.082892145,1.99161951,,,,0.752035195,1.539674457,,,0.671588064,,,,,,,,,,,8.791208791,0.002173906,0.007311983,11.64383398,0.472372393,0.202519505,,1.155329286,27.93498073,,2.008278885,,,,,10.77141351,,,,1.465106582,,,,0.367337658,1.597505336,0.479989248,,,0.896002033,,,,,,0.038779906,,25.48160228,,,,,,,,0.034320849,0.758686685,,0.207372808,,,0.004851082,,3.504731941,0.702941428,1.174945003,0.01810837,,,,,,0.027376988,,,,1.041283417,0.155943944,0.013704782,,,,,235.7239672,,,,,,,18.11859578,,,,,,82.15461518,,1.775219447,0.046700057,,,,1.386238807,2.773085999,,1.679488512,,0.616046039,,,,,,,,,2.123271051,0.530300767,0.268880025,,,,,,0.164374696,11.42659395,,,
8-Mar-20,0.102752902,,,,,,,0.199133649,,,2.901974327,10.99218334,,,37.02434733,,,,14.58201894,,,,,,,,,0.061159372,,,0.287834184,,,0.119624587,,1.510247546,,,,,,56.14720014,,,,,2.923073475,,,,2.427868494,,5.352022365,,,,,,,,,,,,,,,10.96922746,,,,3.008140781,10.10933539,,,6.332116032,,,,,,,,,,0.724611427,155.3113553,0.024637603,,69.32724463,1.342532065,3.847870588,,2.888323214,97.30106076,,3.597507451,0.098009044,,,,14.28383096,,,1.06033182,,,,,,,,,,2.873385829,3.69999001,,6.794416801,,,,0.247895184,,,,,,,,,,10.97177668,,,,,,,27.11555765,1.851079094,,,3.724456112,,,0.140202705,,0.054753975,0.158534696,2.059488421,,4.165133666,0.67575709,,,,,,766.1028935,,0.201069304,,,,,23.58836055,,0.549486477,5.772194569,,0.033721871,139.1479166,,9.196920024,,,,,15.94174628,30.50394599,,1.889424576,,,,,,,,,,,4.549866537,3.034498834,1.308146638,,,,,,0.215741789,13.57623252,,,
9-Mar-20,,0.694975328,0.456089494,,,,,0.265511532,,,3.137269543,11.3252798,,,46.42735617,0.018216111,,,17.25682715,,,,,,,,,0.117614177,,,0.575668369,,,,0.075341304,1.642725401,,,,,0.523116273,56.17846482,,,0.981524952,,,,,,2.988145839,,6.560543544,,,,0.793513143,0.478822357,,,,,,,,,5.414460725,17.25048899,,,,3.258819179,10.76578574,,,7.003704096,,,,,,,,,,0.828127345,161.1721612,,0.021935948,78.17322484,1.516563999,4.252909598,,4.505784214,121.9777874,,3.858425574,,,,,14.98631445,,,1.59049773,4.688341063,,,,,7.987526678,,,,3.05876556,7.39998002,,,,,0.054291868,,,,,,,,,,,15.46553628,,,,,,,31.17366832,1.991667379,,,,,,,0.212302338,0.091256625,0.290646942,2.942126316,,5.206417083,0.779719719,,,,,,1090.223348,,0.315966049,,,,,25.63952233,,0.915810796,7.696259426,,0.050582807,143.9851304,,12.59764161,,,,,20.10046271,38.36102298,,1.889424576,,,,,,,,,,,,4.021447484,1.673702628,,,,,,0.308202555,14.07284573,,,
10-Mar-20,,2.084925985,,,,,,,,,3.921586928,14.54521229,,,64.05799776,,,,20.62190844,,,,,,,,,,,2.285803105,,,,,,2.040158966,,,,,0.680051154,56.19236023,0.058958922,,1.766744914,,,,,1.656505387,3.735182298,,19.50898475,,,0.460918533,0.850192654,0.537453666,,,,,,,,,7.219280967,21.63205191,,,,3.760175976,13.59448997,,,8.059056768,,,,,,,,,,0.931643263,190.4761905,0.031883957,,85.25715247,,,,,151.6990191,,4.063997428,,,,,15.22047561,,,3.180995461,6.006936987,,,,,,,,,3.614904753,,,9.059222402,,,,,,0.305036891,,,,,,,,18.73372508,,,,,0.009702164,,35.41623857,2.460294998,3.524835008,0.072433479,3.920480118,0.231762171,,,0.272960149,0.301146863,0.449181637,3.824764211,,6.247700499,0.883682348,0.068523911,,,,,1443.809299,,0.430862794,,,,,27.34882382,,,,,0.118026549,146.5402716,,25.75137607,,,,,24.5562303,43.21392348,,,,,,,,0.169224524,,,,,5.965380571,4.728515174,2.277927403,,,,,,0.318475974,14.65490053,,,
12-Mar-20,,3.822364306,0.456089494,,,,,,1.34987652,,4.94119953,27.31391011,1.282155599,,95.20546456,,,1.269932517,27.09321862,,,,,0.171335135,,0.914406939,,0.244637489,,25.14383416,1.007419646,0.095678773,,0.17943688,,2.729043812,,,,,1.203167427,56.22918308,0.176876767,,4.318709789,0.037909985,3.8974313,0.264862868,,4.96951616,8.777678401,,89.0852755,,,,,0.58631309,,,,12.0614622,,,,,10.64843943,34.94526233,,,,6.016281562,18.70286724,,,9.498174048,,,,,,,,,0.201926215,1.345706936,249.0842491,0.052898383,0.124303707,107.1518464,1.740319343,8.7083387,,9.473700142,206.1135168,0.675410759,4.894191455,,,,,16.85960376,,,5.301659101,8.937150151,,,78.66376485,1.102012974,11.18253735,,,,4.603596651,14.79996004,,13.5888336,,,0.085315792,0.991580736,,,,,0.135462596,,,,,29.35533867,,,,,,,90.2007326,3.069510902,,0.090541849,5.880720177,3.244670397,,,0.515591393,0.447157463,0.819095927,5.786181755,,90.93875171,2.339159156,0.171309778,,,,,1944.72273,,1.292588382,,2.645270932,,,30.4255665,,1.831621591,27.4179242,,0.219192162,153.484014,,45.77071826,0.093400114,,,,45.74588064,74.18005047,,2.015386214,,1.002865646,,,,0.592285832,0.011856901,,,,,6.717143051,3.963714526,,,,,,0.400663322,16.10009499,,,
13-Mar-20,,7.992216276,0.570111867,,,,,0.685904792,2.02481478,18.73255531,6.117675608,40.08260792,1.282155599,,95.20546456,,,2.222381904,34.42737016,,,,1.295988139,0.257002703,,0.914406939,,0.362251666,,57.14507764,3.310093122,,,0.299061467,,3.656388796,,,,,1.7262837,56.24446804,,,4.51501478,,6.089736407,,6.093845216,,10.83202867,,116.7086167,,,,,0.781750786,,,,20.35371746,,,,,27.97471375,44.06075163,,0.449291198,,6.26695996,28.27510688,0.064364675,,12.76017322,,,,,,,1.271360445,,,1.656254691,342.8571429,0.054347653,,119.9505392,1.839766163,14.17636533,,11.09116114,249.9593628,2.026232278,5.336961603,,,,,18.73289306,,,8.482654562,9.669703442,,,104.8850198,,41.53513873,4.319903234,,,4.881666247,,,20.3832504,,,0.124095698,1.487371104,,,,,0.162555115,,,,,35.83335575,,,,,,,114.5493966,3.77245233,,0.095068941,,6.257578623,,0.84121623,0.66723592,0.474534451,1.294700013,7.649528421,,,3.326804134,0.205571734,,,,9.013312663,1974.188226,,1.780899548,0.358338813,3.527027909,,,31.96393784,,3.846405342,46.17755655,,0.286635904,155.6295524,,64.25011105,0.140100172,,,,61.39057575,98.67564345,,2.057373427,,,,,0.714545503,1.099959403,0.023713803,,,0.068596893,8.594192348,8.691040351,5.024129006,,,,,,0.452030414,17.17209189,,,
